_id,LOC_ID,LOC_NAME,AUSPICE,ADDRESS,PCODE,ward,PHONE,bldg_type,BLDGNAME,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,subsidy,run_date,geometry
245,1787,Muppets Pre-School Centre,Commercial Agency,88 SWEENEY DR,M4A 1T7,16,(416) 759-5159,Public Elementary School,Victoria Village Elementary School,0,30,48,52,99,229,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3141852995, 43.7359680183)}"
246,1792,Muppets Too Preschool Centre,Commercial Agency,45 CASSANDRA BLVD,M3A 1S5,16,(416) 449-3010,Public Elementary School,Cassandra Public School,0,15,24,26,65,130,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.328901476, 43.748425003)}"
247,1793,Wychwood Tigers Daycare Centre,Non Profit Agency,44 HILTON AVE,M5R 3E6,12,(416) 532-1841,Public Elementary School,Hillcrest Public School,0,0,40,52,60,152,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4158480244, 43.6790510403)}"
248,1800,St. Lawrence Co-Operative Day Care (2 Princess Street),Non Profit Agency,2 PRINCESS ST,M5A 4G6,10,(416) 363-9506,Purpose Built,,0,25,24,0,0,49,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.365709334, 43.647819780000006)}"
249,1806,George Brown - Queen Street Day Care Centre,Non Profit Agency,1001 QUEEN ST W,M6J 1H4,10,(416) 535-6701,Other,Queen Street Mental Health Centre,10,15,24,0,0,49,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4180879667, 43.6440333922)}"
250,1812,George Brown - Rose Avenue Child Care Centre,Non Profit Agency,675 ONTARIO ST,M4X 1N4,13,(416) 922-8827,Public Elementary School,Rose Avenue Public School,10,10,24,52,60,156,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.372788102, 43.670316471)}"
251,1813,Special Moments Child Care Centre,Commercial Agency,20 GLEBE RD E,M4S 1N6,12,(416) 482-2675,Place of Worship,Glebe Road United Church,0,0,24,0,0,24,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3962805186, 43.7015748109)}"
252,1818,Runnymede Adventure Club,Non Profit Agency,357 RUNNYMEDE RD,M6S 2Y7,4,(416) 766-5599,Public Elementary School,Runnymede Public School,0,0,0,52,110,162,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.477481716, 43.655929301)}"
253,1819,Bloorcourt Village Early Learning Centre,Commercial Agency,823 DOVERCOURT RD,M6H 2X4,9,(416) 536-0474,Purpose Built,,10,30,36,0,30,106,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.42974879, 43.66312856)}"
254,1823,Sunnyside Garden  Day Care,Non Profit Agency,225 GARDEN AVE,M6R 1H9,4,(416) 533-2008,Public Elementary School,Garden Public School,0,15,23,52,105,195,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.449123697, 43.6432001)}"
255,1824,Ryerson Early Learning Centre (Ryerson University),Non Profit Agency,350 VICTORIA ST,M5B 2K3,13,(416) 979-5338x5338,Community College/University,Ryerson University,0,15,32,0,0,47,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.380479827, 43.65776563)}"
256,1827,Upper Yonge Village Day Care Centre,Non Profit Agency,14 ST CLEMENTS AVE,M4R 1G9,8,(416) 487-2861,Other,Other,10,25,24,0,0,59,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.400348212, 43.713083488)}"
257,1832,Candy Factory Swallows Day Care (The),Commercial Agency,1411 BLOOR ST W,M6P 3L4,9,(416) 537-4154,House,Plato Adult Education Centre,10,25,40,0,0,75,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4473514951, 43.6572068783)}"
258,1833,University Settlement Day Care Centre,Non Profit Agency,23 GRANGE RD,M5T 1C3,10,(416) 598-3444x246,Community/Recreation Centre,University Settlement Recreation Centre,10,20,24,0,0,54,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.391471039, 43.652043323)}"
259,1835,George Brown - Casa Loma Child Care Centre,Non Profit Agency,160 KENDAL AVE,M5R 1M3,12,(416) 415-5000x4616,Community College/University,Casa Loma Campus,10,15,40,0,0,65,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.41104865920002, 43.6760209293)}"
260,1837,Ancaster Early Learning & Child Care Centre,Public (City Operated) Agency,45 ANCASTER RD,M3K 1S7,6,(416) 392-5064,Other,,10,0,24,0,0,34,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.466011149, 43.733025826)}"
261,1838,Rawlinson Early Learning & Child Care Centre,Public (City Operated) Agency,40 EARNSCLIFFE RD,M6E 1J5,9,(416) 392-5068,Public Elementary School,Rawlinson Community School,10,20,24,0,0,54,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.439885162, 43.683531656)}"
262,1839,Alexandra Park Early Learning & Child Care Centre,Public (City Operated) Agency,75 AUGUSTA SQ,M5T 2K5,10,(416) 392-5515,Low Rise Apartment,,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.39999653440002, 43.6501260086)}"
263,1840,Berner Trail Early Learning & Child Care Centre,Public (City Operated) Agency,120 BERNER TRAIL,M1B 1B3,23,(416) 392-6273,Public Elementary School,Berner Trail Public School,10,20,24,0,0,54,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.221141309, 43.801434103)}"
264,1842,Brahms Early Learning & Child Care Centre,Public (City Operated) Agency,5 BRAHMS AVE,M2H 1H2,17,(416) 392-6262,High Rise Apartment,,6,10,16,0,0,32,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3578376974, 43.7927282049)}"
265,1843,Willowridge Early Learning & Child Care Centre,Public (City Operated) Agency,30 EARLDOWN DR,M9R 2L3,1,(416) 392-5086,Purpose Built,,0,10,32,0,0,42,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.57126527, 43.675704295)}"
266,1847,Blake Street Early Learning & Child Care Centre,Public (City Operated) Agency,84 BLAKE ST,M4J 3C9,14,(416) 392-5055,Community/Recreation Centre,Eastview Neighbourhood Community Centre,10,15,24,0,0,49,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.339764106, 43.674967456000005)}"
267,1848,Rowntree Early Learning & Child Care Centre,Public (City Operated) Agency,2765 ISLINGTON AVE,M9V 5C2,1,(416) 392-5089,High Rise Apartment,,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5669913807, 43.7435749087)}"
268,1851,Edgeley Early Learning & Child Care Centre,Public (City Operated) Agency,405 DRIFTWOOD AVE,M3N 2P6,7,(416) 392-6271,Purpose Built,,10,15,32,0,0,57,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5160705542, 43.7671747775)}"
269,1852,Emery Early Learning & Child Care Centre,Public (City Operated) Agency,3395 WESTON RD,M9M 2V9,7,(416) 392-3370,Public High School,Emery Collegiate Institute,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.539556981, 43.748722706)}"
270,1853,Taylor Creek Early Learning & Child Care Centre,Public (City Operated) Agency,644 WARDEN AVE,M1L 3Z3,20,(416) 392-5042,Public Elementary School,Taylor Creek Public School,10,10,16,26,30,92,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.277287739, 43.700037759)}"
271,1854,Thomas Berry Early Learning & Child Care Centre,Public (City Operated) Agency,3495 LAKE SHORE BLVD W,M8W 1N5,3,(416) 392-5080,Public (school closed),Old James S. Bell Public School (Closed),10,20,32,0,0,62,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.530735817, 43.594365123)}"
272,1855,Galloway Early Learning & Child Care Centre,Public (City Operated) Agency,4299 KINGSTON RD,M1E 2M9,24,(416) 392-5229,High Rise Apartment,,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.1936497439, 43.7623488913)}"
273,1857,Falstaff Early Learning & Child Care Centre,Public (City Operated) Agency,10 FALSTAFF AVE,M6L 2C7,5,(416) 392-5688,Purpose Built,,16,20,32,0,0,68,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5066721478, 43.7160930065)}"
274,1858,Canadiana Court Early Learning & Child Care Centre,Public (City Operated) Agency,20 GORDONRIDGE PL,M1K 4H5,20,(416) 392-5698,Community/Recreation Centre,Gordonridge Community Centre,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.25214349000001, 43.727054704)}"
275,1860,Centenary Seven Oaks  Early Learning & Child Care Centre,Public (City Operated) Agency,9 NEILSON RD,M1E 5E1,24,(416) 392-4750,Purpose Built,Seven Oaks Home For The Aged,10,15,24,0,0,49,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.203578896, 43.7816467137)}"
276,1861,Mount Dennis Early Learning & Child Care Centre,Public (City Operated) Agency,1296 WESTON RD,M6M 4R3,5,(416) 392-5686,Purpose Built,,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4960622799, 43.6890657377)}"
277,1863,Kipling Early Learning & Child Care Centre,Public (City Operated) Agency,2233 KIPLING AVE,M9W 4L3,1,(416) 397-9961,Other,Kipling Acres Home For The Aged,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.571998245, 43.725135116)}"
278,1866,Firgrove Early Learning & Child Care Centre,Public (City Operated) Agency,4 CANE GRASSWAY,M3N 2W8,7,(416) 392-5683,Other,,10,20,16,0,0,46,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.516973062, 43.752575193)}"
279,1869,Flemingdon Early Learning & Child Care Centre,Public (City Operated) Agency,29 ST DENNIS DR,M3C 3J3,16,(416) 392-3170,Community/Recreation Centre,Dennis R Timbrell Resource Centre,10,10,32,0,0,52,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.331687362, 43.717940677)}"
280,1870,Regent Park Early Learning & Child Care Centre,Public (City Operated) Agency,40 REGENT ST,M5A 3N7,13,(416) 392-5513,Purpose Built,,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.364295179, 43.658647944)}"
281,1871,Northminster Early Learning & Child Care Centre,Public (City Operated) Agency,255 FINCH AVE W,M2R 1M8,18,(416) 392-5690,Place of Worship,Northminster United Church,0,10,32,0,15,57,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.437591876, 43.7744154324)}"
282,1873,Shoreham Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,31 SHOREHAM DR,M3N 2S6,7,(416) 392-8599,Public Elementary School,Shoreham Public School,0,0,0,20,30,50,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.517387964, 43.768799546)}"
283,1874,O'Connor Satellite Early Learning & Child Care Centre,Public (City Operated) Agency,1665 O CONNOR DR,M4A 1W5,19,(416) 392-3980,Public Elementary School,O'Connor Public School,0,0,16,13,30,59,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3041553523, 43.7165159199)}"
284,1875,O'Connor Early Learning & Child Care Centre,Public (City Operated) Agency,1386 VICTORIA PARK AVE,M4A 2L8,19,(416) 392-6545,Community/Recreation Centre,O'Connor Community Centre,10,20,16,0,0,46,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.301856195, 43.7176677023)}"
285,1878,Blacksmith Child Care Centre,Non Profit Agency,45 BLACKSMITH CRES,M3N 1V5,7,(416) 665-3839,Public Elementary School,Blacksmith Public School,0,10,16,26,30,82,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.52681069000002, 43.771163954)}"
286,1882,Stilecroft Superkids,Non Profit Agency,50 STILECROFT DR,M3J 1A7,6,(416) 638-0352,Public Elementary School,Stilecroft Public School,0,10,16,13,15,54,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.493205095, 43.751055819)}"
287,1885,Woodbine Early Learning & Child Care Centre,Public (City Operated) Agency,700 MILVERTON BLVD,M4C 1X9,19,(416) 392-2257,Place of Worship,Church Of The Resurrection,10,10,24,0,0,44,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.314988657, 43.688931394)}"
288,1887,Davenport Perth Early Learning & Child Care Centre,Public (City Operated) Agency,1900 DAVENPORT RD,M6N 1B7,9,(416) 392-5066,Community/Recreation Centre,Davenport Perth Community Centre,10,10,16,0,0,36,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4548618459, 43.670928596500005)}"
289,1888,Coxwell Early Learning & Child Care Centre,Public (City Operated) Agency,1631 QUEEN ST E,M4L 1G4,19,(416) 392-5076,Multi Human Services Facility,Toronto Employment And Social Services-Toronto East Office,0,10,16,0,0,26,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3155800824, 43.6663093016)}"
290,1889,Jesse Ketchum Early Learning & Child Care Centre,Public (City Operated) Agency,7 BERRYMAN ST,M5R 1M7,11,(416) 392-5061,Public Elementary School,Jesse Ketchum Public School,10,20,24,0,0,54,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3916021302, 43.6736133705)}"
291,1890,Danforth Early Learning & Child Care Centre,Public (City Operated) Agency,1125 DANFORTH AVE,M4J 1M5,14,(416) 392-5070,Purpose Built,Danforth Child Care Centre,20,20,24,0,0,64,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3338153666, 43.6808501727)}"
292,1891,Church Street School Day Care Service Inc.,Non Profit Agency,83 ALEXANDER ST,M4Y 1B7,13,(416) 925-1197,Public Elementary School,Church Street Public School,0,10,16,52,75,153,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.37917817, 43.663608426)}"
293,1893,The Yonge Street Mission / Davis Centre,Non Profit Agency,270 GERRARD ST E,M5A 2G4,13,(416) 355-3574,Community/Recreation Centre,Christian Community Centre,10,15,40,0,0,65,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3683414488, 43.6623713476)}"
294,1895,North York Jr Ymca,Non Profit Agency,567 SHEPPARD AVE E,M2K 1B2,17,(416) 225-7773x440,Community/Recreation Centre,North York Ymca,0,30,48,0,0,78,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3867792864, 43.765882842)}"
295,1896,West End Jr Ymca,Non Profit Agency,931 COLLEGE ST,M6H 1A1,9,(416) 536-1166x440,Community/Recreation Centre,West End Ymca,0,30,40,0,30,100,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4258908796, 43.6534651293)}"
296,1898,Ymca Child Development Centre (Ymca),Non Profit Agency,15 BREADALBANE ST,M4Y 1C2,13,(416) 513-1164,Community/Recreation Centre,Toronto Central Ymca,10,30,48,26,30,144,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3848447836, 43.6636315307)}"
297,1900,Second Street School Age Ymca,Non Profit Agency,71 SECOND ST,M8V 2X4,3,(416) 252-8544,Public Elementary School,Second Street School,0,0,0,26,60,86,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.500022907, 43.603725079)}"
298,1901,Lamp Jr Ymca,Non Profit Agency,185 FIFTH ST,M8V 2Z5,3,(416) 252-8544,Community/Recreation Centre,Lamp Community Centre,0,15,32,0,0,47,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.50343066, 43.603564725)}"
299,1902,University City Jr Ymca,Non Profit Agency,453 SENTINEL RD,M3J 2T6,7,(416) 661-2329,Community/Recreation Centre,University City Ymca,20,30,40,0,0,90,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.499448651, 43.7625712055)}"
300,1907,St. Gabriel's Jr Ymca,Non Profit Agency,396 SPRING GARDEN AVE,M2N 3H5,18,(416) 221-5000,Catholic Elementary School,St. Gabriel's Separate School,0,0,16,26,30,72,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.390933319, 43.769049281)}"
301,1909,Cougar Court Child Care Centre 15,Commercial Agency,3225 EGLINTON AVE E,M1J 2H7,24,(416) 267-0366,Other,,30,55,64,0,0,149,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.21618361, 43.743424849)}"
302,1911,Lynngate Jr Ymca,Non Profit Agency,129 CASS AVE,M1T 2B5,22,(416) 293-3020,Public Elementary School,Lynngate Jr Public School,0,10,24,26,45,105,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.300660255, 43.776676644)}"
303,1912,Bridlewood Jr Ymca,Non Profit Agency,60 BRIDLEWOOD BLVD,M1T 1P7,22,(416) 492-3364,Public Elementary School,Bridlewood Public School,0,0,24,26,45,95,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.315095387, 43.780796266)}"
304,1913,Maryvale Jr Ymca,Non Profit Agency,1325 PHARMACY AVE,M1R 2J1,21,(416) 447-8115,Public Elementary School,Maryvale Public School,0,10,24,26,30,90,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.307836183, 43.754822066)}"
305,1914,David Lewis Jr Ymca,Non Profit Agency,130 FUNDY BAY BLVD,M1W 3G1,22,(416) 490-1624,Public Elementary School,David Lewis Public School,0,0,32,52,45,129,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3178892896, 43.8092053218)}"
306,1915,High Park Jr Ymca,Non Profit Agency,2665 DUNDAS ST W,M6P 1Y1,4,(416) 763-1195,Community/Recreation Centre,,10,30,40,0,0,80,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4594752493, 43.6645334751)}"
307,1918,Wellesworth School Age Ymca,Non Profit Agency,225 WELLESWORTH DR,M9C 4S5,2,(647) 281-4410,Public Elementary School,Wellesworth Public School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.576718746, 43.656637342)}"
308,1919,Wedgewood School Age Ymca,Non Profit Agency,5 SWAN AVE,M9B 1V1,2,(647) 281-4410,Public Elementary School,Wedgewood Public School,0,0,0,52,90,142,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.546252914, 43.645316948)}"
309,1926,Derrydown School Age Ymca,Non Profit Agency,120 DERRYDOWN RD,M3J 1R7,7,(437) 225-8035,Public Elementary School,Derrydown Public School,0,0,0,26,60,86,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4937134612, 43.7586985269)}"
310,1927,Holy Spirit Jr Ymca,Non Profit Agency,3530 SHEPPARD AVE E,M1T 3K7,22,(416) 913-0958,Catholic Elementary School,Holy Spirit Separate School,0,0,24,26,30,80,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.302695677, 43.781293598)}"
311,1928,Pauline Johnson School Age Ymca,Non Profit Agency,35 DUNMURRAY BLVD,M1T 2K2,22,(416) 913-0958,Public Elementary School,Pauline Johnson Junior Public School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.303571294, 43.785129854)}"
312,1929,Glamorgan School Age Ymca,Non Profit Agency,51 ANTRIM CRES,M1P 4N4,21,(647) 438-7124,Public Elementary School,Glamorgan Public School,0,0,0,26,42,68,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2895570406, 43.771308916)}"
313,1931,Secord School Age Ymca,Non Profit Agency,91 BARRINGTON AVE,M4C 4Y9,19,(416) 421-8101,Community/Rec Centre - City,Secord Community Centre,0,0,0,0,30,30,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.301568069, 43.691772103)}"
314,1934,William G. Miller School Age Ymca,Non Profit Agency,60 BENNETT RD,M1E 3Y3,25,(416) 724-1925,Public Elementary School,William G. Miller Junior Public School,0,0,0,26,45,71,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.165034007, 43.768513555)}"
315,1935,McGregor Jr Ymca,Non Profit Agency,555 MORTIMER AVE,M4J 2G9,14,(416) 463-2976,Public Elementary School,McGregor Public School,0,0,38,91,150,279,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.327135744, 43.689995257)}"
316,1937,Chester Jr Ymca,Non Profit Agency,115 GOWAN AVE,M4K 2E4,14,(416) 421-8101,Public Elementary School,Chester Public School,0,10,24,65,90,189,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3517132081, 43.6876109737)}"
317,1938,William Burgess Jr Ymca,Non Profit Agency,100 TORRENS AVE,M4J 2P5,14,(416) 423-5518,Public Elementary School,William Burgess Public School,0,10,24,52,75,161,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.348157727, 43.691927726)}"
318,1939,Albion Heights School Age Ymca,Non Profit Agency,45 LYNMONT RD,M9V 3W9,1,(416) 744-4265,Public Elementary School,Albion Heights Public School,0,0,0,0,30,30,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.594315501, 43.731388262)}"
319,1941,Humbercrest School Age Ymca,Non Profit Agency,14 ST MARKS RD,M6S 2H7,4,(416) 769-6715,Public Elementary School,Humbercrest Junior Senior Public School,0,0,0,65,150,215,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4910586436, 43.6604612262)}"
320,1942,Brian Drive School Age Program (Ymca),Non Profit Agency,95 BRIAN DR,M2J 3Y6,17,(416) 493-3008,Public Elementary School,Brian Public School,0,0,0,0,75,75,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.331933542, 43.782453191)}"
321,1943,Crestview School Age Program Ymca,Non Profit Agency,101 SENECA HILL DR,M2J 2W3,17,(416) 221-5000,Public Elementary School,Crestview Public School,0,0,0,39,60,99,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.359846604, 43.78843218)}"
322,1951,Knob Hill School Age Ymca,Non Profit Agency,25 SEMINOLE AVE,M1J 1M8,21,(416) 296-9907,Public Elementary School,Knob Hill Public School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.249785031, 43.74529228)}"
323,1952,Hunter's Glen  School Age Ymca,Non Profit Agency,16 HAILEYBURY DR,M1K 4X5,21,(416) 261-9092,Public Elementary School,Hunter's Glen Junior Public School,0,0,0,0,30,30,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.260121987, 43.745712249)}"
324,1956,Brimwood School Age Ymca,Non Profit Agency,151 BRIMWOOD BLVD,M1V 1E5,23,(416) 293-7326,Public Elementary School,Brimwood  Blvd. Jr. Public School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2740928716, 43.8117085028)}"
325,1958,George Webster Jr Ymca,Non Profit Agency,50 CHAPMAN AVE,M4B 1C5,19,(416) 288-0997,Public Elementary School,George Webster Public School,10,15,24,39,30,118,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.299760621, 43.7010489)}"
326,3495,Northview Heights Early Learning Centre,Non Profit Agency,550 FINCH AVE W,M2R 1N6,6,(416) 739-0987,Public High School,Northview Heights Secondary School,6,15,8,0,0,29,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.446117704, 43.773882768)}"
327,3497,Scarborough Jr Ymca,Non Profit Agency,230 TOWN CENTRE CRT,M1P 4Y7,21,(416) 296-9907,Community/Recreation Centre,Scarborough Ymca,20,30,40,0,0,90,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2543745181, 43.7746066328)}"
328,3499,Blue Wave Child Care Centre,Non Profit Agency,50 DUNCAIRN RD,M3B 1C8,16,(416) 445-0602,Public Elementary School,Norman Ingram Public School,10,20,24,26,0,80,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3496093764, 43.7399610505)}"
329,3507,Morrish Jr Ymca,Non Profit Agency,61 CANMORE BLVD,M1C 3T7,25,(416) 724-1925,Public Elementary School,Morrish Public School,0,10,16,26,30,82,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.1792732078, 43.793196535)}"
330,3508,Super Kids Day Care Centre,Commercial Agency,1149 WESTON RD,M6N 3S3,5,(416) 767-3960,Place of Worship,Church Of The Good Shepherd,0,15,32,0,0,47,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4886726694, 43.6868437243)}"
331,3513,Our Lady Of Peace School Age Program (Ymca),Non Profit Agency,70 MATTICE AVE,M9B 1T6,2,(647) 281-4410,Catholic Elementary School,Our Lady Of Peace Catholic School,0,0,0,26,75,101,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5410814414, 43.6465208217)}"
332,3537,Marguerite Butt Early Learning & Child Care Centre,Public (City Operated) Agency,3197 LAKE SHORE BLVD W,M8V 3X5,3,(416) 392-4652,Other,Lakeshore Lodge Home For The Aged,10,20,32,0,0,62,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.51855744, 43.597345677)}"
333,3550,Lucy Maud Montgomery Jr Ymca,Non Profit Agency,95 MURISON BLVD,M1B 2L6,25,(416) 287-7925,Public Elementary School,Lucy Maud Montgomery Public School,10,10,16,26,60,122,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2093689076, 43.79692540840001)}"
334,3551,Norman Ingram School Age Ymca,Non Profit Agency,50 DUNCAIRN RD,M3B 1C8,16,(416) 229-6324,Public Elementary School,Norman Ingram Public School,0,0,0,0,30,30,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3496093764, 43.7399610505)}"
335,3596,Metro Hall Early Learning & Child Care Centre,Public (City Operated) Agency,55 JOHN ST,M5V 3C6,10,(416) 397-5171,Office Building,Metro Hall,10,20,32,0,0,62,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.388931496, 43.646153794)}"
336,3629,The South Drive Children's Circle,Non Profit Agency,22 SOUTH DR,M4W 1R1,11,(416) 963-9242,Public Elementary School,Rosedale Public School,0,0,22,52,52,126,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.381686023, 43.67765573)}"
337,3670,Mothercraft:  Brookfield Place - 161 Bay Street,Non Profit Agency,10 FRONT ST W,M5J 1C4,13,(416) 367-1758,Other,Brookfield Place,10,10,32,0,0,52,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3772574885, 43.6469433924)}"
338,3701,Branson Pre-School Ltd.,Commercial Agency,4866 BATHURST ST,M2R 1X4,6,(416) 635-6580,High Rise Apartment,,0,10,32,0,0,42,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4431815969, 43.7716015203)}"
339,3709,The Alderbuds Child Care Centre Of Etobicoke,Non Profit Agency,399 THE WEST MALL,M9C 2Y2,2,(416) 394-8284,Office Building,Etobicoke City Hall,10,15,24,0,0,49,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5654560752, 43.6437806)}"
340,3712,Allenby Day Care,Non Profit Agency,391 ST CLEMENTS AVE,M5N 1M2,8,(416) 487-7108,Public Elementary School,Allenby Public School,0,15,16,78,135,244,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4127909823, 43.7094442341)}"
341,3733,Treetop Children's Centre,Non Profit Agency,80 BRAEMAR AVE,M5P 2L4,12,(416) 484-8702,Public Elementary School,Oriole Park Junior School,0,0,40,52,81,173,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4096965213, 43.7025801424)}"
342,3736,John Wanless Child Care,Non Profit Agency,245 FAIRLAWN AVE,M5M 1T2,8,(416) 488-8571,Public Elementary School,John Wanless Junior Public School,0,0,16,78,148,242,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.412056691, 43.728868637000005)}"
343,3767,Unicorn Day Care Centre Toronto,Non Profit Agency,454 AVENUE RD,M4V 2J1,12,(416) 929-6841,Public Elementary School,Brown Junior Public School,0,0,0,78,165,243,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.401312277, 43.684912913)}"
344,3774,Timothy Eaton Infant & Toddler Centre,Non Profit Agency,35 GLENDOWER CIRCT,M1T 2Z3,22,(416) 490-0434,Public Elementary School,Highland Heights Jr. Public School,10,10,0,0,0,20,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.30026234, 43.79441990600001)}"
345,3792,Massey Centre Early Learning Centre,Non Profit Agency,1102 BROADVIEW AVE,M4K 2S5,14,(416) 696-3342,Purpose Built,Massey Centre For Women,10,20,32,0,0,62,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.356320186, 43.686573868)}"
